"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","zip_code","birth_year","birth_sex","gender_id","sexual_oriental","enrollment_status","Major","gpa_by_student","college_year","ethnicity","other_home_language","transfer","international_student","relationship_status","annual_household_income","personal_weekly_income","future_personal_annual_income","college_salary_greater","age"
2024,"Spring",23944631,3.453,136,"BA/MA",11372,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",23
2024,"Spring",23954109,2.425,94,"BA",10465,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.3,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$401-$600","$60,000 to $99,999","0%-20%",24
2024,"Spring",23956707,2.803,123,"BS",11373,2001,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",2.4,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",25
2024,"Spring",23956823,3.821,130,"BA/MA",10459,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Ba/Ma Casac",3.8,"Graduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","60%-80%",23
2024,"Spring",23959728,3.216,124,"BA",10470,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$150,001 to $299,999","$200 or less","$150,001 to $299,999","20%-40%",23
2024,"Spring",23961355,3.781,124,"BA",11432,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology, Sociology",3.7,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",24
2024,"Spring",23966914,3.818,146,"BS",11385,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.794,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","Yes","Single",NA,"$201-$400","$150,001 to $299,999","40%-60%",24
2024,"Spring",23967011,3.987,123,"BS",11207,2001,"Female","Female","Heterosexual (as in ""straight"")","Not a College student","Declared: Psychology",3.9,"Graduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$200 or less","Greater than $300,000","20%-40%",25
2024,"Spring",23979182,2.085,60,"BA",11420,2003,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Business Administration & Managment",1.8,"3rd year undergraduate","Asian","No","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",23
2024,"Spring",23980693,3.267,120,"BS",10031,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"3rd year undergraduate","Black or African American","Yes","No","No","Single","$100,000 to $150,000","$201-$400","$150,001 to $299,999","40%-60%",23
2024,"Spring",23990732,3.274,129,"BA/MA",10306,2003,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Bama Psychology",3.1,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",23
2024,"Spring",23992708,3.405,131,"BS",11236,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"4th year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$201-$400","Greater than $300,000","0%-20%",24
2024,"Spring",23995113,3.271,124,"BA",11510,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"2nd year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","0%-20%",22
2024,"Spring",23998101,3.402,130,"BA/MA",10025,2002,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology Ba/Ma Casac",3.2,"4th year undergraduate","White or Caucasian","No","No","Yes","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",23998986,2.935,121,"BS",10453,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Black or African American","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",23
2024,"Spring",24007183,3.931,130,"BA/MA",11436,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology Ba/Ma Casac",3.9,"3rd year undergraduate","Some other race, ethnicity or origin","No","No","No","Single",NA,"$201-$400","$60,000 to $99,999","60%-80%",22
2024,"Spring",24010924,3.648,120,"BA",11368,2003,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",3.66,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","20%-40%",23
2024,"Spring",24012097,3.863,131,"BA",11419,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"3rd year undergraduate","Black or African American","No","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","40%-60%",23
2024,"Spring",24012694,3.576,132,"BA/MA",11214,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24015870,3.212,120,"BA",10468,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.1,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Dating/In A Relationship",NA,"$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24019431,3.793,120,"BA",10461,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.756,"2nd year undergraduate","Asian","Yes","No","No","Domestic partnership",NA,"$201-$400","$60,000 to $99,999","40%-60%",22
2024,"Spring",24019656,3.614,132,"BA/MA",11416,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.749,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24022899,3.278,138,"BS",11385,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.36,"3rd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","60%-80%",23
2024,"Spring",24023890,3.551,130,"BA/MA",10032,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",24029323,2.833,122,"BA",11237,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",24
2024,"Spring",24030905,3.478,120,"BA",11104,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Anthropology And Sociology",3.4,"4th year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",24
2024,"Spring",24032150,3.828,125,"BA",10462,2002,"Female","Female","Asexual","Full-time (12 credits or more)","Declared: Communications",3.8,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$601-$800","$100,000 to $150,000","20%-40%",24
2024,"Spring",24035117,3.079,120,"BA",11225,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.6,"4th year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",24035141,3.951,120,"BA",10452,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.9,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$401-$600","$60,000 to $99,999","20%-40%",24
2024,"Spring",24036436,3.891,122,"BS",10033,1989,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.484,"2nd year undergraduate","White or Caucasian","No","Yes","No","Married","$100,000 to $150,000","$1001-$1200","$150,001 to $299,999","40%-60%",37
2024,"Spring",24038137,3.885,123,"BA",10034,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Economics",3.87,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",25
2024,"Spring",24038946,3.035,123,"BS",11216,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.9,"4th year undergraduate","Black or African American","No","No","No","Single",NA,"$401-$600","$100,000 to $150,000","40%-60%",24
2024,"Spring",24040291,3.226,122,"BA",10025,2002,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.185,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",24
2024,"Spring",24041175,3.56,84,"BA",10027,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","40%-60%",24
2024,"Spring",24042459,3.637,121,"BA",10462,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$401-$600","$100,000 to $150,000","60%-80%",23
2024,"Spring",24042890,3.605,130,"BA/MA",10027,2002,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.6,"3rd year undergraduate","Black or African American","No","No","No","Single",NA,"$200 or less","Greater than $300,000","40%-60%",24
2024,"Spring",24050595,3.57,120,"BA",10475,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.5,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","60%-80%",25
2024,"Spring",24051319,3.984,167,"BA/MA",10031,2002,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.9,"4th year undergraduate","White or Caucasian","No","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","40%-60%",24
2024,"Spring",24055457,3.668,127,"BS",7646,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology, B.s (Mhc)",3.5,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single","Greater than $300,000","$200 or less","Greater than $300,000","20%-40%",24
2024,"Spring",24057006,3.229,104,"BA",10026,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"2nd year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","40%-60%",22
2024,"Spring",24058480,3.723,168,"BA",11360,2002,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Psychology And Creative Writing",3.5,"4th year undergraduate","White or Caucasian","No","No","No","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",24058754,3.977,130,"BA/MA",11232,2002,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.973,"4th year undergraduate","White or Caucasian","No","No","No","Single",NA,"$201-$400","$100,000 to $150,000","20%-40%",24
2024,"Spring",24061877,2.238,83,"BA",11222,2002,"Male","Male","Bisexual","Full-time (12 credits or more)","Declared: Psychology",2.1,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership",NA,"$401-$600","$60,000 to $99,999","20%-40%",24
2024,"Spring",24062359,3.85,6,"MA",11372,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.9,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$601-$800","$100,000 to $150,000","20%-40%",24
2024,"Spring",24063308,3.497,58,"BA",10463,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",0,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","40%-60%",24
2024,"Spring",24064219,3.665,129,"BS",11104,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology, B.s.",3.61,"4th year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","40%-60%",24
2024,"Spring",24064678,3.461,139,"BS",11370,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.5,"2nd year undergraduate","Multiracial","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","60%-80%",22
2024,"Spring",24069127,3.502,125,"BS",11415,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$100,000 to $150,000","40%-60%",23
2024,"Spring",24071327,3.176,121,"BA",11211,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.658,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$401-$600","$100,000 to $150,000","20%-40%",25
2024,"Spring",24072781,3.293,123,"BS",10573,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.3,"4th year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single","$60,000 to $99,999","$201-$400","Less than 60,000","0%-20%",24
2024,"Spring",24073704,3.897,120,"BA",10710,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Political Science",3.9,"4th year undergraduate","Middle Eastern or North African","Yes","Yes","No","Single","$150,001 to $299,999","$200 or less","$150,001 to $299,999","20%-40%",24
2024,"Spring",24083173,2.759,123,"BA",11237,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24084829,1.741,124,"BS",11372,1989,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biotechnology",2.1,"3rd year undergraduate","Asian","Yes","Yes","Yes","Single",NA,"$401-$600","$60,000 to $99,999","20%-40%",37
2024,"Spring",24088873,3.014,122,"BA",10460,2004,"Female","Female","Asexual","Full-time (12 credits or more)","Declared: Psychology",2.9,"2nd year undergraduate","White or Caucasian","No","No","No","Single",NA,"$601-$800","Greater than $300,000","60%-80%",22
2024,"Spring",24089732,2.54,41,"BA",10466,2004,"Female","Female","Queer","Full-time (12 credits or more)","Undeclared: Computer Science",3.3,"2nd year undergraduate","Black or African American","No","Yes","No","Dating/In A Relationship",NA,"$201-$400","Less than 60,000","60%-80%",22
2024,"Spring",24094904,1.915,108,"BA",11377,2001,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",25
2024,"Spring",24099058,3.232,154,"BA",10940,2002,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.4,"4th year undergraduate","Some other race, ethnicity or origin","Yes","No","Yes","Single","$100,000 to $150,000","$200 or less","$60,000 to $99,999","20%-40%",24
2024,"Spring",24105167,3.398,175,"BA",11358,2004,"Female","Female","Asexual","Full-time (12 credits or more)","Declared: Psychology",3.536,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","0%-20%",22
2024,"Spring",24105404,3.879,133,"BA/MA",10520,1995,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Ba/Ma Psychology",3.85,"4th year undergraduate","Asian","Yes","No","No","Married","$150,001 to $299,999","$200 or less","$150,001 to $299,999","60%-80%",31
2024,"Spring",24107204,2.627,86,"BA",10032,2002,"Male","Male","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Business Administration",2.5,"3rd year undergraduate","Asian","No","No","No","Single","$60,000 to $99,999","$601-$800","$60,000 to $99,999","0%-20%",24
2024,"Spring",24108184,3.6,95,"BA",11369,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.4,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Domestic partnership","$100,000 to $150,000","$401-$600","$150,001 to $299,999","60%-80%",23
2024,"Spring",24108405,3.747,122,"BS",11385,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.7,"3rd year undergraduate","White or Caucasian","Yes","Yes","No","Single",NA,"$200 or less","Less than 60,000","20%-40%",23
2024,"Spring",24108457,3.418,122,"BA",11354,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.2,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Married",NA,"$200 or less","$60,000 to $99,999","40%-60%",23
2024,"Spring",24108844,3.4,49,"BA",11103,2002,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.3,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",24
2024,"Spring",24108859,2.568,86,"BA",11372,2001,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Psychology",3.6,"2nd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","60%-80%",25
2024,"Spring",24113217,2.237,97,"BA",11204,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Political Science",2,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","40%-60%",23
2024,"Spring",24114405,3.212,120,"BS",11101,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",23
2024,"Spring",24114914,3.814,138,"BA/MA",11210,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.8,"3rd year undergraduate","Multiracial","Yes","No","No","Single",NA,"$200 or less","$100,000 to $150,000","20%-40%",22
2024,"Spring",24127957,3.101,141,"BS",11373,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.1,"2nd year undergraduate","Asian","Yes","No","No","Domestic partnership",NA,"$200 or less","$60,000 to $99,999","80%-100%",22
2024,"Spring",24130332,3.412,122,"BA",11435,2003,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",3.3,"3rd year undergraduate","Some other race, ethnicity or origin","No","No","No","Single",NA,"$201-$400","$60,000 to $99,999","60%-80%",23
2024,"Spring",24130631,3.606,134,"BA/MA",10456,2004,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.6,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","0%-20%",22
2024,"Spring",24130675,3.713,130,"BA/MA",10031,1990,"Male","Male","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",3.63,"4th year undergraduate","White or Caucasian","No","No","No","Married","$100,000 to $150,000","$1001-$1200","$150,001 to $299,999","40%-60%",36
2024,"Spring",24133341,3.696,156,"BA",11223,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Computer Science",3.5,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"Currently Unemployed","$60,000 to $99,999","60%-80%",22
2024,"Spring",24133342,2.923,114,"BARCH",11223,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Architecture",2.6,"2nd year undergraduate","Asian","Yes","No","No","Single",NA,"$201-$400","$60,000 to $99,999","20%-40%",23
2024,"Spring",24134066,3.657,168,"BS",10314,2004,"Female","Female","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Mhc Psychology Bs",3.4,"2nd year undergraduate","White or Caucasian","No","Yes","No","Single","$100,000 to $150,000","$200 or less","$100,000 to $150,000","40%-60%",22
2024,"Spring",24134106,3.173,121,"BS",10031,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biomedical Science",2.8,"2nd year undergraduate","White or Caucasian","Yes","No","No","Single",NA,"$201-$400","$150,001 to $299,999","40%-60%",23
2024,"Spring",24134112,3.606,101,"BA",10303,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",3.5,"2nd year undergraduate","Black or African American","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$100,000 to $150,000","40%-60%",22
2024,"Spring",24134711,3.31,122,"BA",11412,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.8,"3rd year undergraduate","Black or African American","No","No","No","Single","$100,000 to $150,000","Currently Unemployed","Less than 60,000","80%-100%",23
2024,"Spring",24135624,3.803,109,"BA",10703,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology/Sociology",3.4,"1st year undergraduate","Middle Eastern or North African","Yes","Yes","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",21
2024,"Spring",24135785,4,116,"BA",10462,2005,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Sociology",4,"1st year undergraduate","Multiracial","Yes","No","No","Single","$100,000 to $150,000","$200 or less","Less than 60,000","20%-40%",21
2024,"Spring",24136888,3.83,135,"BA/MA",10025,2000,"Female","Female","Heterosexual (as in ""straight"")","Part-time (Fewer than 12 credits)","Declared: Psychology",3.82,"Graduate","Some other race, ethnicity or origin","No","No","No","Single",NA,"$401-$600","$100,000 to $150,000","60%-80%",26
2024,"Spring",24137296,3.762,103,"BA",10033,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.8,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",21
2024,"Spring",24137719,3.154,98,"BA",11105,2004,"Female","Non-binary","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.144,"2nd year undergraduate","Middle Eastern or North African","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","40%-60%",22
2024,"Spring",24138816,4,122,"BA",10474,2004,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",4,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",22
2024,"Spring",24145758,2.238,64,"BA",10033,2005,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.6,"1st year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Dating/In A Relationship",NA,"$201-$400","Greater than $300,000","60%-80%",21
2024,"Spring",24149952,2.51,127,"BA",10462,2002,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Biology",2.5,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$601-$800","$100,000 to $150,000","40%-60%",24
2024,"Spring",24151021,3.88,174,"BE",11355,1996,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Electrical Engineering",0,"3rd year undergraduate","Asian","Yes","Yes","No","Single",NA,"$200 or less","$60,000 to $99,999","60%-80%",30
2024,"Spring",24154597,3.695,119,"BS",11432,2004,"Male","Male","Uncertain/Questioning","Full-time (12 credits or more)","Declared: Psychology",3.46,"2nd year undergraduate","Asian","Yes","No","No","Single","$60,000 to $99,999","$200 or less","$60,000 to $99,999","20%-40%",22
2024,"Spring",24155283,3.014,121,"BA",11237,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.78,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24155343,3.984,122,"BS",11379,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.971,"3rd year undergraduate","Middle Eastern or North African","Yes","No","No","Single","$60,000 to $99,999","$201-$400","$60,000 to $99,999","20%-40%",22
2024,"Spring",24155392,2.39,43,"BA",11207,2004,"Male","Male","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Undeclared: Electrical Engineering",2.4,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$60,000 to $99,999","$200 or less","$100,000 to $150,000","60%-80%",22
2024,"Spring",24159173,3.667,122,"BA",10032,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single",NA,"$201-$400","$60,000 to $99,999","40%-60%",23
2024,"Spring",24159783,3.75,121,"BA",10032,2003,"Female","Female","Homosexual (as in ""lesbian"" or ""gay"")","Full-time (12 credits or more)","Declared: Psychology",3.734,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24159994,3.076,126,"BA/MA",11101,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3,"3rd year undergraduate","Asian","Yes","No","No","Single",NA,"$200 or less","$60,000 to $99,999","20%-40%",23
2024,"Spring",24161789,3.741,127,"BA/MA",10463,2003,"Female","Female","Bisexual","Full-time (12 credits or more)","Declared: Psychology",3.8,"2nd year undergraduate","Hispanic, Latino or Spanish Origin","Yes","Yes","No","Single","$60,000 to $99,999","$200 or less","$150,001 to $299,999","60%-80%",23
2024,"Spring",24162846,2.8,121,"BS",10035,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",2.8,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","No","No","No","Single",NA,"$200 or less","Less than 60,000","40%-60%",23
2024,"Spring",24163541,3.324,122,"BA",11233,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Theater",3.5,"3rd year undergraduate","Black or African American","No","No","No","Single",NA,"Currently Unemployed","Less than 60,000","60%-80%",23
2024,"Spring",24164226,3.684,121,"BA",10455,2003,"Female","Female","Heterosexual (as in ""straight"")","Full-time (12 credits or more)","Declared: Psychology",3.1,"3rd year undergraduate","Hispanic, Latino or Spanish Origin","No","Yes","No","Single","$60,000 to $99,999","$200 or less","Greater than $300,000","40%-60%",23
